Prison_ID,Prison_Type,Security_Level,Capacity,Number_of_Blocks,Current_Occupancy,Admissions_Last_7_Days,Admissions_Last_30_Days,Pending_Admissions,Releases_Last_7_Days,Releases_Last_30_Days,Upcoming_Releases_30_Days,Upcoming_Releases_60_Days,Upcoming_Releases_90_Days,Transfers_In_Last_30_Days,Transfers_Out_Last_30_Days,Pending_Transfers_In,Pending_Transfers_Out,Average_Remaining_Sentence,Median_Remaining_Sentence,Occupancy_7_Days_Ago,Occupancy_30_Days_Ago,Occupancy_60_Days_Ago,Occupancy_90_Days_Ago,Occupancy_30_Days,Occupancy_60_Days,Occupancy_90_Days
PR004169,Remand,High,701,4,399,87,350,5,72,306,305,629,914,6,4,1,2,0.5,0.4,387,349,291,278,447,531,591
PR004170,Remand,High,324,4,249,107,465,3,66,285,319,661,992,0,0,3,3,5.4,3.2,213,68,0,0,398,453,453
PR004171,Women's,Medium,340,3,316,78,344,3,70,308,278,528,801,2,0,0,1,11.5,9.1,306,279,244,174,397,438,475
PR004172,Juvenile,Low,126,1,111,21,97,0,48,182,162,301,463,0,1,3,4,6.0,3.9,137,163,163,163,54,33,14
PR004173,Women's,Medium,149,1,127,22,90,2,39,152,118,290,404,0,1,1,0,10.9,8.6,142,181,193,193,118,39,29
PR004174,Minimum Security,Low,367,2,320,42,203,10,48,190,192,388,608,2,5,2,2,14.2,8.7,313,310,302,270,314,308,292
PR004175,Women's,Low,428,3,336,82,333,3,75,292,312,637,969,5,6,3,2,4.7,4.0,323,296,255,183,345,364,354
PR004176,Remand,High,689,5,616,273,1192,8,261,1139,1293,2693,4010,5,2,0,2,3.7,2.7,602,558,513,447,535,304,221
PR004177,Remand,Low,848,5,630,155,677,9,152,616,696,1395,2078,6,15,5,4,2.9,1.7,621,569,511,471,605,601,611
PR004178,Women's,Medium,143,1,132,29,114,2,16,79,89,172,278,1,1,0,1,60.7,48.6,126,113,56,53,155,194,192
PR004179,Juvenile,Medium,119,3,104,29,133,2,20,108,112,212,323,0,0,5,1,6.5,5.1,94,86,65,26,142,127,166
PR004180,Women's,Medium,402,3,371,94,407,2,97,365,374,760,1118,3,4,2,1,6.9,4.3,361,347,285,226,369,388,423
PR004181,Juvenile,Medium,85,1,31,13,43,1,8,30,28,57,89,0,0,1,4,12.7,8.1,28,34,19,0,39,24,33
PR004182,Maximum Security,High,848,6,647,82,335,16,53,253,313,623,929,4,5,0,4,18.8,10.4,630,558,480,390,669,612,631
PR004183,Juvenile,Medium,377,3,321,129,520,4,91,392,434,840,1298,7,7,0,0,14.9,13.2,289,199,51,0,420,527,527
PR004184,Remand,Medium,599,4,283,85,339,6,97,473,442,857,1319,5,2,3,0,1.3,0.8,314,413,554,675,216,140,60
PR004185,Women's,Medium,728,5,526,121,468,16,139,538,551,1068,1648,8,4,0,3,20.0,11.9,538,599,661,717,519,509,447
PR004186,Women's,High,156,1,125,27,85,4,15,93,81,173,262,0,0,4,3,30.2,24.3,128,133,132,166,136,113,99
PR004187,Maximum Security,Medium,1370,10,948,55,248,22,57,247,222,447,664,7,2,3,1,37.5,31.1,952,953,938,938,992,996,1056
PR004188,Maximum Security,High,724,5,408,20,95,10,14,52,50,95,137,7,10,2,2,27.3,18.5,400,364,340,329,437,525,572
PR004189,Maximum Security,High,1070,7,844,59,251,12,52,203,286,513,748,8,4,1,3,55.2,36.5,834,784,754,674,848,905,908
PR004190,Remand,Medium,1184,7,971,248,1037,15,306,1253,1088,2164,3223,8,4,6,2,1.9,1.4,1019,1181,1398,1539,945,925,952
PR004191,Maximum Security,High,1123,7,1103,100,397,12,109,467,562,1077,1586,3,4,2,0,26.4,15.9,1120,1167,1227,1301,943,875,756
PR004192,Juvenile,Medium,75,2,67,29,90,2,27,105,109,196,304,3,1,2,4,3.9,2.2,65,59,92,97,79,47,62
PR004193,Remand,Low,1079,6,583,190,811,5,222,892,783,1528,2251,4,7,5,2,1.1,0.8,601,656,764,857,590,655,721
PR004194,Women's,Low,574,4,493,84,357,3,83,315,312,584,870,11,4,1,1,36.6,23.9,479,436,407,352,578,673,803
PR004195,Minimum Security,Low,555,4,466,90,380,5,95,370,415,828,1224,5,0,2,0,31.1,19.3,467,459,416,411,439,451,417
PR004196,Remand,High,1041,7,863,445,1819,8,392,1707,1511,2994,4565,12,11,1,2,0.9,0.5,833,753,615,486,1163,1457,1457
PR004197,Maximum Security,Medium,388,2,293,30,114,4,33,108,142,292,423,2,3,1,1,24.7,16.9,284,284,269,242,292,273,292
PR004198,Women's,Low,267,1,168,40,165,1,31,150,128,241,340,3,1,1,6,9.2,6.7,163,149,125,98,169,220,256
PR004199,Minimum Security,Low,972,7,590,64,307,8,84,331,271,554,877,14,10,1,2,7.9,4.5,596,615,640,644,635,677,690
PR004200,Maximum Security,High,1451,8,1114,58,252,12,45,222,205,381,569,5,11,1,4,36.8,30.0,1111,1087,1062,1047,1149,1180,1206
PR004201,Minimum Security,Low,374,3,253,29,125,3,28,137,139,262,412,5,1,3,1,4.5,3.1,260,268,250,283,261,280,285
PR004202,Women's,Medium,517,3,496,67,276,11,80,315,332,671,1041,5,5,2,1,24.2,18.5,502,521,595,620,453,415,306
PR004203,Maximum Security,High,1067,8,873,83,370,27,105,469,464,977,1478,11,8,2,0,89.6,78.7,893,960,1085,1158,798,679,589
PR004204,Remand,High,927,5,830,296,1225,11,316,1417,1500,2958,4361,7,3,0,1,1.2,0.9,870,1029,1193,1205,559,314,155
PR004205,Juvenile,Low,91,1,62,15,50,0,16,75,44,110,169,0,2,2,0,4.8,3.7,67,99,118,118,78,0,0
PR004206,Women's,Medium,534,4,407,85,332,2,86,407,394,764,1175,6,7,4,2,11.1,6.3,424,480,565,604,325,285,191
PR004207,Minimum Security,Low,653,4,345,33,165,7,38,156,166,332,499,6,2,2,2,7.6,4.2,343,336,299,296,337,341,338
PR004208,Maximum Security,High,589,2,391,17,78,8,11,59,55,108,170,3,3,3,0,22.8,15.4,391,377,338,344,410,463,477
PR004209,Remand,High,836,6,641,226,930,8,146,707,747,1526,2267,1,5,3,5,2.1,1.8,585,426,201,0,800,938,1144
PR004210,Minimum Security,Low,226,3,106,11,53,4,11,65,54,106,161,2,1,3,1,5.0,3.9,115,118,140,179,121,84,115
PR004211,Juvenile,Medium,248,2,219,41,173,0,86,338,382,746,1112,0,0,0,1,14.9,13.0,258,322,322,322,15,0,0
PR004212,Minimum Security,Low,760,4,623,100,489,1,95,416,462,900,1344,7,6,2,1,9.7,5.5,609,549,464,445,660,729,807
PR004213,Remand,Low,879,6,609,145,576,19,143,525,457,890,1323,3,5,2,2,1.3,1.0,599,564,514,472,781,943,1159
PR004214,Maximum Security,High,1287,10,1015,60,310,19,87,359,386,777,1182,15,4,0,2,52.2,39.2,1022,1044,1124,1136,992,964,901
PR004215,Remand,High,355,1,330,185,748,6,228,913,947,1914,2837,4,3,5,3,4.5,3.9,366,461,461,461,107,0,0
PR004216,Minimum Security,Low,913,6,696,56,233,14,40,179,180,367,550,10,4,3,2,3.2,2.1,681,631,591,506,775,806,867
PR004217,Juvenile,Medium,372,4,282,75,311,5,77,329,355,711,1032,1,7,1,1,5.1,3.1,289,306,326,361,258,212,248
PR004218,Maximum Security,High,757,4,577,62,245,8,61,251,185,377,564,7,2,3,1,23.7,16.5,579,582,570,596,682,753,839
PR004219,Women's,Medium,632,4,518,69,278,8,72,292,258,540,813,4,6,2,2,11.9,7.7,522,529,555,555,564,595,573
PR004220,Juvenile,Low,295,2,206,43,254,4,54,226,265,528,840,2,1,3,1,9.1,5.3,200,188,162,105,183,151,74
PR004221,Minimum Security,Low,983,6,910,100,404,10,91,377,386,759,1151,5,4,2,2,44.4,31.4,901,884,865,817,930,975,1016
PR004222,Maximum Security,High,400,4,395,25,107,3,23,89,87,152,237,4,3,1,4,74.6,45.2,387,382,357,318,402,404,426
PR004223,Minimum Security,Low,849,7,595,46,215,24,62,245,188,403,617,5,10,4,3,20.3,16.0,607,634,670,711,642,714,726
PR004224,Minimum Security,Low,739,5,704,117,532,12,98,396,395,770,1182,5,0,0,3,17.8,11.4,671,555,407,260,886,1034,1034
PR004225,Minimum Security,Low,666,3,579,104,448,4,175,651,680,1364,2017,4,8,2,0,17.3,15.1,624,793,865,865,327,81,0
PR004226,Women's,Low,574,5,503,120,491,5,88,406,408,814,1208,2,4,1,1,6.1,3.6,480,413,344,280,561,606,685
PR004227,Remand,High,1141,8,936,301,1393,26,271,1187,1296,2564,3893,12,8,1,0,2.5,2.2,882,730,502,304,967,1053,1052
PR004228,Minimum Security,Low,897,6,696,58,263,15,65,284,261,501,760,6,2,1,3,17.1,14.0,695,712,743,744,744,796,858
PR004229,Remand,High,991,7,774,241,940,11,168,841,771,1588,2377,4,15,2,0,4.2,2.8,751,692,606,501,925,1040,1215
PR004230,Minimum Security,Low,207,2,120,26,94,3,19,89,70,155,232,1,4,2,3,3.3,2.8,118,106,114,98,144,145,129
PR004231,Women's,Medium,275,1,142,26,125,5,33,143,98,205,295,1,1,1,2,17.0,12.5,150,157,164,179,186,219,269
PR004232,Maximum Security,High,1111,7,966,73,337,7,88,344,332,655,1001,5,10,0,2,31.0,17.9,973,978,992,1004,991,1061,1062
PR004233,Juvenile,Medium,96,1,27,8,35,0,6,40,43,74,122,0,0,0,3,3.2,2.4,26,36,39,67,40,24,75
PR004234,Women's,Low,355,1,279,44,187,8,46,203,215,405,616,1,2,1,4,39.5,34.6,289,299,332,322,248,218,164
PR004235,Maximum Security,Medium,462,3,401,25,111,7,18,115,90,193,306,2,0,1,2,55.1,31.4,403,407,393,411,411,405,368
PR004236,Minimum Security,Low,392,2,343,31,159,8,29,157,155,300,488,0,2,0,2,29.8,26.7,341,354,353,314,357,369,342
PR004237,Minimum Security,Medium,235,2,178,28,94,3,24,129,110,218,327,3,1,2,2,8.1,7.2,186,203,226,305,169,149,155
PR004238,Women's,Low,501,2,405,127,512,2,63,271,265,511,781,10,0,2,1,12.8,10.3,345,147,0,0,636,701,701
PR004239,Remand,Medium,525,4,403,156,668,4,128,536,620,1223,1798,2,3,3,0,5.9,3.9,373,268,162,37,401,386,432
PR004240,Juvenile,Medium,265,2,250,65,292,5,75,301,310,599,895,1,3,1,4,5.2,4.4,252,269,289,304,232,262,240
PR004241,Women's,Medium,308,2,177,37,166,4,42,168,147,288,448,3,2,3,2,2.7,1.8,174,172,152,183,209,255,241
PR004242,Women's,Medium,692,5,575,112,458,8,99,383,335,687,1000,4,6,0,4,12.4,9.5,560,505,427,373,756,918,968
PR004243,Remand,Medium,899,7,729,454,1867,14,304,1294,1299,2636,4091,7,5,0,2,2.9,2.1,593,150,0,0,1258,1258,1258
PR004244,Remand,High,643,4,592,264,1075,5,273,1165,1258,2484,3791,5,3,3,0,1.5,0.9,612,682,789,833,398,264,45
PR004245,Juvenile,Medium,258,2,205,82,297,2,62,293,363,691,1051,2,2,7,4,5.8,4.1,200,198,185,209,164,163,150
PR004246,Minimum Security,Low,383,2,268,34,137,5,54,188,199,383,590,2,4,2,1,0.8,0.5,282,319,382,458,204,181,103
PR004247,Women's,Low,510,3,496,80,335,3,83,362,341,702,1044,0,4,1,4,16.2,12.6,503,532,580,591,476,453,422
PR004248,Maximum Security,High,1016,8,875,24,163,22,53,232,224,447,703,10,4,1,1,47.4,41.6,885,940,1014,1066,837,777,674
PR004249,Minimum Security,Low,378,2,337,42,192,3,49,173,179,346,549,3,3,2,1,5.1,3.6,335,314,301,276,325,372,341
PR004250,Women's,Medium,579,4,480,64,301,3,107,480,460,930,1405,5,5,4,2,16.7,12.6,515,653,752,752,368,223,124
PR004251,Minimum Security,Low,553,4,177,18,76,5,16,65,54,111,156,2,7,1,3,5.0,4.1,176,173,162,167,195,241,276
PR004252,Maximum Security,High,1113,8,830,32,118,12,20,128,113,239,345,7,11,1,1,20.1,14.8,836,849,860,837,846,827,901
PR004253,Minimum Security,Low,753,4,610,64,295,8,67,340,302,597,908,8,4,1,1,4.0,2.9,625,660,690,706,607,646,673
PR004254,Remand,Medium,1138,7,772,223,880,21,196,809,845,1786,2641,11,7,4,3,1.0,0.6,751,697,612,573,843,824,875
PR004255,Women's,Medium,565,5,455,107,459,4,66,296,289,575,832,3,1,2,3,15.1,12.3,413,295,127,0,588,706,791
PR004256,Maximum Security,High,488,2,243,8,50,3,6,33,33,70,106,1,10,2,3,34.5,22.3,244,226,219,212,251,255,300
PR004257,Maximum Security,High,1250,9,1072,62,270,9,111,415,466,875,1354,11,11,0,3,51.8,43.2,1104,1209,1369,1481,896,773,574
PR004258,Remand,Low,759,4,446,185,726,8,157,691,683,1384,2041,1,6,1,1,0.7,0.4,441,420,375,333,475,517,543
PR004259,Women's,Medium,348,1,302,59,237,8,74,317,326,668,1005,2,3,0,4,22.1,14.3,325,392,452,452,217,90,0
PR004260,Minimum Security,Low,906,6,627,116,429,20,122,523,546,1082,1624,6,9,4,3,4.7,3.6,656,720,830,900,566,488,466
PR004261,Women's,Low,598,3,463,52,268,7,57,183,210,400,576,0,2,6,2,8.7,6.9,443,377,308,174,510,569,695
PR004262,Women's,Low,554,2,411,92,405,1,73,311,360,704,1040,6,4,0,2,8.4,6.0,390,307,226,118,471,544,594
PR004263,Minimum Security,Low,679,7,473,93,387,4,91,413,437,914,1387,4,6,0,2,19.3,15.2,481,479,527,570,397,294,141
PR004264,Women's,Low,668,5,578,80,271,14,66,321,307,656,993,3,4,6,0,13.2,11.3,592,615,664,706,545,515,465
PR004265,Juvenile,Medium,305,3,224,46,178,0,47,173,182,378,553,3,1,4,0,10.6,6.1,221,206,216,212,214,222,190
PR004266,Remand,High,924,6,781,322,1403,8,288,1239,1201,2470,3705,7,6,1,3,2.0,1.7,742,624,442,271,966,1103,1187
PR004267,Remand,Low,429,2,413,112,477,6,91,433,454,894,1366,2,7,1,4,2.3,1.7,402,358,324,300,424,435,446
PR004268,Women's,Medium,337,2,298,67,228,3,35,184,145,293,432,3,1,0,2,18.9,10.9,289,252,216,169,374,446,471
PR004269,Women's,Low,509,3,244,23,125,12,43,159,157,311,460,6,4,1,0,30.2,21.7,249,275,292,321,241,196,204
PR004270,Women's,Low,728,3,614,108,479,10,88,405,401,809,1223,2,10,5,0,13.4,11.8,600,553,475,428,686,776,832
PR004271,Women's,Low,365,4,227,65,257,0,51,215,244,487,708,2,0,2,1,12.9,8.5,214,170,136,113,222,197,257
PR004272,Remand,Medium,348,2,240,54,238,6,47,207,186,378,603,1,1,0,0,3.4,2.1,231,201,159,138,252,276,248
PR004273,Women's,Low,688,4,520,101,421,10,113,489,530,1013,1498,3,2,1,1,18.1,11.6,536,578,657,705,424,376,334
PR004274,Women's,Low,343,2,330,41,207,8,35,151,173,345,511,0,2,1,0,11.3,6.6,320,265,228,185,371,422,438
PR004275,Minimum Security,Medium,231,1,212,25,119,3,35,125,158,270,421,1,1,1,0,7.5,5.8,217,209,234,230,200,207,158
PR004276,Maximum Security,High,849,5,714,79,304,10,48,199,228,435,656,2,12,2,3,40.1,24.4,690,608,530,442,798,893,993
PR004277,Remand,Low,1106,9,737,242,977,16,170,763,864,1700,2523,10,5,0,2,1.1,1.0,681,533,319,94,870,1049,1219
PR004278,Women's,Low,191,1,105,17,73,2,22,94,94,185,257,2,1,4,0,9.9,6.5,106,127,172,175,68,43,0
PR004279,Minimum Security,Low,279,2,251,25,124,6,17,93,118,230,381,3,0,4,1,9.5,6.7,245,213,193,166,273,291,272
PR004280,Juvenile,Medium,152,1,141,72,249,1,55,214,211,413,605,2,0,4,0,1.7,0.9,132,121,79,4,149,178,199
PR004281,Maximum Security,High,724,5,527,37,144,4,37,161,152,296,454,0,2,1,2,20.1,12.8,532,557,569,565,490,538,563
PR004282,Minimum Security,Medium,553,3,478,94,389,10,98,403,405,839,1251,5,0,3,0,27.3,18.2,483,485,465,529,471,436,378
PR004283,Remand,High,829,8,535,189,768,1,151,642,547,1091,1687,10,14,0,1,1.6,1.0,512,413,266,198,780,1009,1160
PR004284,Maximum Security,High,422,2,223,21,89,7,18,75,75,154,218,0,5,2,1,88.2,49.2,223,230,220,188,251,261,301
PR004285,Women's,High,124,1,81,21,83,1,9,45,64,124,190,0,1,0,1,6.9,5.8,69,38,7,0,69,99,73
PR004286,Minimum Security,Low,691,5,415,94,372,7,109,466,428,872,1270,3,2,2,3,4.2,3.4,439,513,584,735,341,281,247
PR004287,Women's,Medium,444,2,353,85,349,6,64,262,238,470,711,2,8,2,0,9.3,8.3,333,271,187,114,439,530,600
PR004288,Minimum Security,Medium,860,7,841,52,264,2,97,360,351,731,1117,4,6,2,2,4.3,2.9,861,936,1033,1118,768,672,584
PR004289,Women's,Low,391,2,343,64,270,10,72,314,333,656,958,0,0,5,2,2.2,1.3,354,390,414,474,283,218,244
PR004290,Remand,Medium,881,6,799,397,1654,16,483,1852,1625,3324,4987,5,7,4,1,1.8,1.5,846,997,1145,1145,869,856,829
PR004291,Maximum Security,High,1183,8,900,71,296,10,56,320,399,810,1197,9,11,1,3,54.7,41.8,908,925,956,993,810,735,640
PR004292,Maximum Security,High,497,3,486,30,160,0,45,198,197,341,532,2,0,3,6,28.8,18.7,500,525,558,577,444,448,416
PR004293,Maximum Security,High,501,4,384,26,112,3,24,88,101,223,343,2,8,1,0,6.1,5.0,374,368,358,319,378,368,323
PR004294,Remand,Medium,633,5,421,200,872,3,141,541,535,1048,1633,1,7,2,1,1.8,1.3,346,85,0,0,730,886,886
PR004295,Women's,Medium,276,2,227,34,137,2,30,138,135,251,380,0,1,2,4,9.5,5.6,233,222,243,224,201,236,190
PR004296,Remand,High,850,4,624,260,1089,10,292,1289,1143,2295,3403,7,2,2,4,2.8,1.9,669,828,1024,1105,589,517,563
PR004297,Remand,Medium,650,4,414,183,802,7,250,1121,1148,2316,3460,1,5,3,1,0.5,0.3,489,737,845,845,95,0,0
PR004298,Remand,High,855,6,428,224,927,19,279,1174,1280,2546,3855,5,4,0,0,1.6,1.2,485,674,934,1111,79,0,0
PR004299,Remand,Medium,851,7,694,404,1813,14,482,2024,1830,3599,5418,4,8,1,1,2.5,1.8,749,887,1106,1106,622,612,566
PR004300,Juvenile,Low,192,1,138,35,146,3,21,97,121,217,323,3,1,3,0,15.3,12.2,122,67,53,0,169,221,268
PR004301,Remand,Medium,460,2,397,81,319,4,88,367,389,797,1167,3,2,0,3,1.6,1.0,405,440,495,534,301,194,145
PR004302,Juvenile,Medium,389,4,368,80,313,4,46,208,197,389,585,4,0,2,1,10.4,8.4,337,254,138,50,516,544,544
PR004303,Women's,Low,709,4,646,111,473,11,109,511,579,1122,1648,3,2,2,4,9.2,7.3,657,692,739,783,531,448,397
PR004304,Minimum Security,Low,499,3,389,30,155,7,30,111,146,300,469,7,1,1,3,19.4,14.7,377,333,290,240,441,452,503
PR004305,Maximum Security,Medium,618,6,327,40,155,7,15,83,92,196,291,10,4,3,0,40.3,22.5,314,254,176,89,397,484,491
PR004306,Maximum Security,High,833,6,332,26,103,1,18,94,76,165,233,5,6,4,1,36.0,30.8,336,321,307,311,349,345,353
PR004307,Remand,Medium,1105,8,860,246,1006,22,300,1254,1267,2531,3847,5,7,0,0,3.6,2.8,919,1112,1333,1436,624,415,165
PR004308,Minimum Security,Low,342,3,294,26,129,0,48,219,202,401,606,2,2,1,3,40.0,22.8,317,374,444,444,248,208,127
PR004309,Women's,Low,685,5,513,58,246,11,94,361,313,648,998,1,3,1,2,27.3,17.8,539,627,751,830,443,360,274
PR004310,Remand,High,1148,8,1135,259,1250,13,293,1178,1250,2605,3876,13,7,0,4,3.0,2.6,1113,1061,998,915,1133,1037,1035
PR004311,Remand,Low,972,7,672,156,636,18,123,515,523,1025,1537,10,13,1,0,0.7,0.6,647,557,450,323,805,943,1116
PR004312,Women's,Medium,539,3,406,76,328,10,68,333,417,823,1233,7,3,3,1,14.3,11.4,409,389,418,391,350,306,217
PR004313,Minimum Security,Low,313,4,296,40,184,2,52,221,252,503,737,2,1,0,5,6.0,3.9,304,326,357,399,240,188,142
PR004314,Women's,Low,639,4,444,102,451,9,114,478,465,898,1343,5,7,1,0,11.3,8.8,452,474,499,542,413,437,473
PR004315,Maximum Security,High,1355,10,1032,46,157,23,34,168,146,312,468,14,9,2,3,48.7,30.2,1038,1036,1018,1021,1048,1099,1152
PR004316,Remand,High,269,2,219,62,254,1,60,207,241,503,731,1,2,0,2,4.7,4.1,212,172,125,44,257,305,324
PR004317,Women's,Medium,515,3,178,40,153,9,34,196,146,291,452,5,7,0,5,40.5,31.3,187,229,255,334,192,177,197
PR004318,Women's,High,551,4,490,95,384,1,115,520,574,1150,1675,2,3,2,1,23.7,18.5,524,621,716,716,275,66,0
PR004319,Women's,Low,256,2,178,29,122,7,45,186,135,283,444,0,2,1,2,10.8,7.0,190,249,315,332,171,144,102
PR004320,Minimum Security,Low,693,3,499,48,229,14,97,374,373,770,1149,6,4,0,0,23.7,14.9,534,639,792,900,394,234,115
PR004321,Women's,Low,112,1,75,12,52,1,11,35,46,102,154,2,3,3,2,10.7,7.0,73,51,39,13,81,65,138
PR004322,Remand,Medium,271,1,194,52,193,2,69,251,268,539,845,1,2,0,1,1.7,1.2,211,264,337,352,115,33,0
PR004323,Remand,Medium,1014,7,544,353,1512,9,372,1612,1656,3240,4834,17,8,4,1,3.8,2.2,567,634,700,809,467,462,422
PR004324,Maximum Security,High,1198,8,853,81,355,12,81,351,427,847,1247,15,8,1,1,25.1,20.0,850,837,817,834,802,771,722
PR004325,Minimum Security,Low,999,8,833,74,340,5,70,290,280,579,840,8,15,1,0,8.1,6.4,822,797,745,753,867,864,932
PR004326,Remand,High,389,2,266,103,474,5,89,436,451,915,1353,2,1,0,0,0.5,0.3,257,226,200,149,295,350,338
PR004327,Maximum Security,High,1186,7,1001,39,195,13,57,172,142,272,406,8,3,1,2,44.7,26.5,994,974,939,926,1068,1121,1184
PR004328,Juvenile,Medium,330,1,178,31,129,9,42,134,126,238,376,6,2,1,0,26.8,14.9,179,186,190,184,203,231,271
PR004329,Women's,Medium,517,5,399,80,336,2,78,325,340,694,1038,1,4,3,3,8.9,7.0,400,397,394,414,410,433,416
PR004330,Women's,Medium,180,4,117,34,117,4,18,90,97,205,297,2,2,0,1,16.8,15.1,118,88,76,52,135,155,183
PR004331,Maximum Security,High,538,6,413,19,100,10,19,84,101,185,297,6,9,3,1,44.3,25.7,410,409,373,362,433,469,450
PR004332,Women's,Low,226,1,163,32,160,2,32,125,108,224,306,0,0,1,0,3.6,2.9,155,123,92,69,217,293,316
PR004333,Maximum Security,High,1078,6,830,35,169,23,38,175,158,323,485,2,4,2,4,135.7,117.1,829,846,850,812,866,918,939
PR004334,Remand,Medium,1179,7,990,348,1419,23,206,891,1002,2002,2993,10,8,3,1,4.4,3.3,863,470,0,0,1394,1650,1650
PR004335,Women's,Low,463,4,300,58,263,7,57,251,255,539,781,2,8,3,0,9.8,7.0,299,300,271,286,323,262,263
PR004336,Maximum Security,High,719,7,631,40,156,10,44,166,185,391,578,5,5,2,0,48.2,35.6,632,650,656,684,629,603,594
PR004337,Maximum Security,High,869,7,682,80,330,10,60,271,275,572,823,3,5,3,2,51.4,41.2,668,626,592,521,771,879,972
PR004338,Maximum Security,High,1055,7,928,81,332,21,88,374,357,714,1067,1,9,3,0,31.0,20.0,942,965,1016,1063,961,937,969
PR004339,Remand,Low,595,3,356,89,390,3,74,362,311,654,991,4,4,3,3,0.5,0.4,347,329,288,273,427,468,499
PR004340,Women's,Low,339,2,186,20,104,6,33,141,125,279,420,3,2,1,0,18.0,12.8,195,213,258,295,166,105,71
PR004341,Maximum Security,High,500,3,464,21,90,9,18,72,74,153,230,4,7,3,0,33.2,18.5,461,438,435,430,484,501,526
PR004342,Maximum Security,High,715,6,582,30,104,13,24,104,124,231,357,2,9,1,0,68.5,41.8,584,592,620,591,564,592,547
PR004343,Remand,Low,417,2,344,98,382,4,96,418,393,727,1118,7,2,1,2,3.8,2.6,352,371,405,445,336,399,400
PR004344,Minimum Security,Medium,256,2,250,34,150,1,39,166,158,319,475,4,5,1,4,3.1,2.6,252,272,259,320,234,231,219
PR004345,Juvenile,Medium,140,1,78,9,56,0,7,43,50,102,150,0,3,1,1,22.3,19.7,75,69,78,44,71,90,91
PR004346,Women's,Medium,376,3,302,40,184,4,48,194,184,359,571,2,4,0,4,17.4,11.0,304,324,327,310,339,341,339
PR004347,Women's,Medium,509,3,442,40,201,4,48,210,162,342,530,3,4,0,3,27.2,20.2,444,449,456,472,474,489,489
PR004348,Women's,Low,693,5,392,80,368,6,85,361,374,756,1146,8,4,4,4,18.5,16.4,392,385,376,346,371,355,314
PR004349,Remand,High,901,6,455,253,992,6,215,826,904,1787,2650,2,6,2,2,10.6,7.1,419,295,114,0,458,512,606
PR004350,Women's,Medium,131,1,87,8,56,0,8,65,54,128,196,0,0,4,2,5.8,4.7,93,99,81,154,93,121,66
PR004351,Minimum Security,Low,207,2,118,25,102,3,14,82,76,151,220,0,0,0,1,1.8,1.6,112,94,53,77,144,219,235
PR004352,Maximum Security,Medium,774,7,592,72,282,10,63,275,276,553,811,11,11,0,2,119.8,99.4,593,594,576,607,636,626,698
PR004353,Juvenile,Medium,312,2,234,41,202,3,50,209,252,499,734,2,1,3,2,1.1,0.6,238,253,233,248,153,134,97
PR004354,Maximum Security,High,1349,9,833,93,397,10,92,393,364,702,1080,17,5,2,4,67.8,47.7,832,822,792,815,831,899,921
PR004355,Women's,Low,294,3,235,39,181,2,50,221,222,426,623,7,1,1,0,12.8,11.3,241,267,291,364,219,211,244
PR004356,Juvenile,Medium,351,3,150,43,188,4,60,248,220,435,653,4,2,0,0,21.4,14.0,165,212,272,307,135,152,142
PR004357,Women's,Medium,318,3,257,52,225,6,25,187,200,387,586,3,4,1,2,29.5,23.1,249,227,190,156,275,304,328
PR004358,Minimum Security,Low,208,1,187,36,156,4,25,133,172,353,514,2,0,0,0,11.1,8.4,181,169,154,66,160,107,119
PR004359,Remand,High,902,7,816,390,1730,9,313,1389,1545,3061,4615,4,1,2,1,3.5,2.5,739,467,120,0,934,1071,1170
PR004360,Juvenile,Low,299,4,253,45,225,3,71,320,287,559,821,1,1,1,2,3.9,3.1,269,350,388,388,172,140,109
PR004361,Minimum Security,Medium,637,6,473,69,294,6,94,418,370,764,1140,1,7,1,0,2.8,1.9,503,615,720,828,413,326,276
PR004362,Remand,High,853,6,364,95,346,6,66,377,381,729,1107,2,7,1,4,0.7,0.4,372,404,444,444,346,370,358
PR004363,Juvenile,Medium,270,3,262,61,290,1,57,255,264,530,806,1,2,2,4,8.7,6.1,250,213,196,171,320,339,373
PR004364,Women's,Medium,272,1,166,21,105,1,19,86,58,126,179,4,2,0,1,11.9,9.5,159,138,124,109,210,223,263
PR004365,Juvenile,Low,318,2,285,45,194,8,20,120,122,234,340,4,1,1,2,20.7,15.0,267,205,133,66,361,429,445
PR004366,Maximum Security,Medium,1461,10,1306,99,410,20,72,283,252,545,803,14,20,0,4,74.6,60.7,1278,1174,1078,907,1443,1548,1721
PR004367,Remand,Medium,980,8,914,374,1636,15,321,1280,1212,2322,3526,7,8,5,3,5.4,3.7,824,569,201,0,1328,1372,1372
PR004368,Remand,High,729,4,422,74,369,8,89,422,508,1009,1504,5,6,2,2,1.2,1.0,434,462,515,572,292,188,78
PR004369,Maximum Security,Medium,1449,10,1269,69,282,15,79,337,368,708,1098,3,6,1,3,34.6,22.9,1283,1334,1375,1410,1223,1164,1072
PR004370,Remand,High,549,4,462,139,622,8,181,798,679,1384,2087,0,7,1,1,2.7,2.0,500,642,713,713,381,277,184
PR004371,Minimum Security,Medium,455,3,315,27,125,9,27,133,89,172,275,6,3,2,2,14.7,9.0,311,312,324,322,340,402,385
PR004372,Maximum Security,High,933,5,614,37,158,7,44,179,170,360,564,4,7,0,1,33.4,21.9,617,638,664,659,599,568,519
