Age,Gender,Sentence Type,education_level,Sentence_duration_months,Incident_count,violent_incidents_count,escape_incidents_count,Recidivism_score
36,Male,Fraud,Illiterate,18,9,3,2,58.6
64,Male,Theft,Bachelor's,36,11,1,0,26.0
50,Male,Assault,Primary,59,14,1,1,54.9
43,Male,Fraud,Primary,78,8,2,0,38.9
25,Male,Assault,Secondary,117,5,1,1,46.4
40,Male,Vandalism,Primary,29,8,0,2,42.4
56,Male,Fraud,Illiterate,60,12,1,1,49.7
39,Female,Arson,Preparatory,56,8,1,2,57.6
42,Male,Assault,Illiterate,43,15,5,5,100.0
63,Male,Vandalism,Secondary,10,6,2,1,25.2
61,Male,Cybercrime,Preparatory,46,10,3,1,46.2
30,Male,Fraud,Primary,71,4,1,0,29.9
51,Male,Sexual Offense,Secondary,232,14,0,0,59.7
32,Male,Fraud,Preparatory,78,6,1,0,38.9
56,Male,Public Order,Preparatory,21,9,1,1,31.9
34,Male,Robbery,Secondary,88,5,1,1,51.9
47,Female,Robbery,Preparatory,108,10,1,2,64.8
20,Female,Fraud,Preparatory,65,10,3,2,64.2
46,Male,Cybercrime,Primary,37,14,3,2,61.9
24,Male,Robbery,Preparatory,80,10,2,1,67.2
60,Male,Fraud,Preparatory,50,5,1,0,32.3
33,Female,Theft,Illiterate,43,5,1,1,38.4
59,Male,Murder,Literate,196,12,3,3,84.8
26,Male,Vandalism,Primary,24,10,4,3,63.2
31,Male,Assault,Preparatory,54,8,2,0,52.8
19,Male,Theft,Preparatory,38,12,0,2,51.1
48,Male,Vandalism,Bachelor's,9,6,1,1,22.7
41,Male,Assault,Literate,37,12,5,0,66.7
27,Male,Theft,Bachelor's,21,15,5,0,49.2
39,Male,Drug Offense,Postgraduate education,49,15,4,3,74.4
55,Female,Assault,Secondary,28,9,2,1,55.0
60,Male,Weapons Offense,Bachelor's,96,8,3,0,45.2
49,Male,Assault,Preparatory,85,6,2,0,43.5
26,Male,Theft,Primary,15,6,1,1,47.0
36,Male,Burglary,Secondary,13,9,0,0,31.8
19,Male,Robbery,Primary,114,13,1,3,90.9
37,Male,Burglary,Illiterate,56,10,3,2,64.6
63,Male,Assault,Secondary,106,9,0,2,58.8
44,Male,Robbery,Secondary,55,22,9,3,100.0
50,Male,Sexual Offense,Primary,229,9,3,0,73.3
56,Male,Theft,Primary,31,5,1,1,29.7
38,Male,Theft,Literate,18,12,1,3,67.2
20,Male,Cybercrime,Primary,29,9,0,0,46.8
42,Male,Assault,Bachelor's,37,12,3,0,51.4
29,Male,Drug Offense,Preparatory,17,10,2,2,61.4
34,Male,Assault,Secondary,88,10,0,2,54.5
18,Male,Fraud,Preparatory,81,11,2,3,69.2
25,Male,Burglary,Literate,45,16,0,1,61.8
53,Male,Robbery,Secondary,40,11,2,1,48.2
55,Male,Vandalism,Preparatory,23,5,1,0,22.2
26,Male,Drug Offense,Bachelor's,48,12,1,1,56.1
37,Male,Theft,Literate,19,17,6,0,63.6
62,Male,Burglary,Secondary,37,14,6,1,56.8
30,Male,Burglary,Preparatory,41,10,2,2,60.7
22,Male,Theft,Bachelor's,10,6,1,1,38.6
52,Male,Theft,Secondary,43,15,2,5,76.1
55,Male,Weapons Offense,Secondary,55,6,1,1,39.6
60,Male,Theft,Illiterate,19,7,2,1,45.6
47,Female,Vandalism,Bachelor's,10,11,0,3,46.5
24,Male,Vandalism,Secondary,23,7,0,1,30.0
42,Female,Drug Offense,Literate,50,8,1,2,53.8
64,Male,Murder,Secondary,288,10,3,3,80.0
36,Male,Theft,Primary,20,12,1,3,65.8
23,Male,Theft,Literate,38,11,1,2,62.5
58,Male,Theft,Postgraduate education,8,12,5,0,36.2
62,Male,Theft,Secondary,31,15,4,2,55.2
55,Male,Robbery,Preparatory,100,7,2,0,36.9
41,Male,Murder,Primary,204,8,1,2,66.3
42,Male,Robbery,Secondary,94,16,1,2,67.3
51,Male,Theft,Literate,25,7,0,1,31.7
42,Male,Assault,Bachelor's,43,7,0,1,33.7
47,Male,Public Order,Secondary,2,11,4,1,42.3
47,Male,Theft,Primary,31,9,1,0,45.5
34,Male,Drug Offense,Secondary,79,8,2,2,62.5
46,Male,Weapons Offense,Primary,37,7,1,0,49.1
63,Male,Kidnapping,Postgraduate education,193,12,3,0,50.4
23,Male,Drug Offense,Postgraduate education,21,11,0,2,52.6
18,Male,Theft,Literate,31,6,1,1,50.0
40,Male,Theft,Secondary,5,6,0,1,29.2
40,Male,Weapons Offense,Primary,28,11,4,1,60.4
23,Male,Assault,Preparatory,66,9,0,2,62.8
36,Male,Theft,Primary,28,19,1,4,80.0
20,Male,Robbery,Illiterate,92,10,0,3,75.3
36,Female,Fraud,Secondary,83,8,3,1,51.4
42,Male,Drug Offense,Secondary,87,17,7,0,67.8
35,Male,Assault,Preparatory,107,11,2,3,74.1
33,Male,Theft,Postgraduate education,32,12,2,2,42.6
47,Male,Theft,Preparatory,17,5,1,0,28.9
59,Male,Murder,Primary,281,10,0,0,55.7
30,Male,Weapons Offense,Preparatory,37,11,4,0,62.8
25,Female,Theft,Literate,48,6,0,0,32.2
45,Male,Public Order,Primary,1,14,5,1,56.8
28,Female,Robbery,Primary,139,14,6,3,87.9
40,Male,Drug Offense,Preparatory,41,10,4,1,53.7
32,Male,Drug Offense,Primary,84,9,2,0,51.3
64,Male,Sexual Offense,Primary,137,10,1,3,75.8
32,Male,Theft,Secondary,4,8,0,2,49.0
31,Male,Fraud,Bachelor's,19,6,0,1,32.3
37,Male,Vandalism,Secondary,27,11,1,3,55.6
58,Male,Fraud,Secondary,26,12,5,3,62.7
65,Male,Drug Offense,Preparatory,25,6,0,0,27.8
47,Male,Murder,Primary,398,19,8,6,100.0
62,Female,Robbery,Preparatory,128,16,0,3,68.7
27,Female,Burglary,Secondary,47,5,0,0,33.1
40,Male,Fraud,Primary,43,8,1,1,40.0
57,Male,Assault,Secondary,94,13,5,1,64.6
47,Male,Robbery,Illiterate,66,13,5,4,95.5
35,Male,Vandalism,Bachelor's,33,10,3,3,54.3
56,Male,Weapons Offense,Preparatory,70,4,1,0,31.1
41,Male,Theft,Bachelor's,23,12,0,3,44.7
47,Male,Theft,Secondary,27,12,1,1,44.1
26,Male,Fraud,Secondary,83,11,1,2,48.1
57,Male,Cybercrime,Secondary,31,11,3,3,49.4
37,Male,Vandalism,Preparatory,31,6,2,0,31.2
18,Male,Robbery,Postgraduate education,118,18,4,6,100.0
38,Male,Theft,Bachelor's,41,7,1,0,26.9
63,Male,Drug Offense,Preparatory,24,12,3,0,52.1
64,Male,Fraud,Bachelor's,31,8,3,1,36.2
41,Male,Drug Offense,Bachelor's,19,11,0,2,40.8
39,Male,Weapons Offense,Preparatory,30,5,0,1,44.2
18,Male,Theft,Bachelor's,10,11,3,2,60.0
60,Male,Theft,Secondary,30,19,0,5,67.9
22,Male,Vandalism,Preparatory,19,7,1,1,40.6
34,Female,Kidnapping,Secondary,140,14,3,2,84.2
26,Female,Vandalism,Illiterate,35,10,2,3,70.8
26,Male,Burglary,Bachelor's,54,13,1,2,59.5
42,Male,Drug Offense,Secondary,83,7,1,1,48.2
43,Male,Burglary,Bachelor's,16,13,4,1,52.9
21,Male,Robbery,Literate,122,9,2,2,75.3
47,Female,Burglary,Postgraduate education,66,12,3,2,49.2
41,Female,Sexual Offense,Illiterate,131,8,1,1,65.1
26,Female,Arson,Preparatory,53,8,1,2,60.1
26,Male,Burglary,Illiterate,58,15,0,5,84.0
43,Male,Theft,Preparatory,43,8,3,2,54.2
58,Male,Sexual Offense,Bachelor's,135,6,0,1,40.3
30,Male,Arson,Secondary,91,15,6,0,77.6
56,Male,Assault,Primary,104,12,1,1,60.0
57,Male,Fraud,Preparatory,47,11,2,3,52.5
18,Male,Theft,Secondary,45,7,1,0,41.4
22,Male,Kidnapping,Secondary,207,12,2,3,87.6
26,Male,Assault,Bachelor's,105,8,2,2,64.3
43,Male,Weapons Offense,Literate,54,9,2,2,66.3
47,Male,Drug Offense,Secondary,53,11,2,0,51.9
28,Female,Robbery,Bachelor's,89,12,5,3,75.6
34,Male,Drug Offense,Primary,43,7,1,1,53.1
65,Male,Arson,Secondary,91,11,0,0,34.0
50,Male,Public Order,Literate,10,3,0,0,14.7
32,Male,Assault,Illiterate,114,11,2,1,68.6
51,Male,Murder,Preparatory,350,13,1,0,63.6
38,Male,Drug Offense,Secondary,19,10,0,3,52.1
58,Female,Sexual Offense,Literate,219,13,2,1,71.3
51,Male,Drug Offense,Literate,57,8,3,2,56.3
54,Male,Theft,Secondary,20,15,3,2,61.0
42,Female,Assault,Literate,46,11,0,3,67.7
64,Female,Fraud,Illiterate,30,11,0,3,64.6
30,Male,Robbery,Preparatory,36,5,1,0,39.4
29,Male,Fraud,Secondary,84,8,2,2,52.2
49,Male,Burglary,Preparatory,70,11,0,2,44.9
54,Male,Vandalism,Postgraduate education,23,10,0,0,11.8
40,Male,Public Order,Secondary,9,10,2,3,56.1
64,Male,Drug Offense,Illiterate,73,10,4,1,68.4
61,Male,Fraud,Bachelor's,13,11,0,3,45.0
31,Male,Assault,Postgraduate education,74,12,4,3,78.2
59,Male,Assault,Literate,70,9,0,0,44.1
53,Male,Vandalism,Primary,4,11,1,2,44.2
18,Male,Fraud,Bachelor's,16,9,3,1,43.7
65,Female,Sexual Offense,Secondary,138,10,1,0,42.8
58,Male,Drug Offense,Literate,71,9,3,2,59.3
32,Female,Vandalism,Literate,10,13,1,1,50.9
20,Female,Drug Offense,Preparatory,37,8,0,1,50.0
23,Male,Assault,Secondary,69,9,2,2,72.5
36,Male,Theft,Illiterate,11,19,8,2,94.9
18,Male,Assault,Illiterate,61,9,1,0,56.2
26,Male,Burglary,Secondary,39,12,3,0,47.9
61,Male,Assault,Secondary,50,7,2,1,51.3
58,Male,Theft,Secondary,23,12,5,1,54.8
40,Male,Drug Offense,Illiterate,58,12,3,1,66.8
23,Male,Theft,Primary,37,5,0,0,44.9
34,Male,Theft,Bachelor's,16,6,0,0,29.5
62,Male,Burglary,Illiterate,40,10,0,3,64.8
26,Male,Robbery,Literate,119,19,0,5,98.3
51,Male,Sexual Offense,Primary,165,10,2,2,69.9
61,Male,Vandalism,Primary,32,6,1,0,27.1
39,Male,Murder,Postgraduate education,473,10,0,0,64.8
27,Male,Murder,Bachelor's,237,10,0,1,61.2
44,Male,Burglary,Preparatory,69,8,2,0,37.9
45,Male,Vandalism,Preparatory,22,12,2,0,46.8
18,Male,Vandalism,Primary,20,9,3,2,59.0
34,Male,Theft,Illiterate,28,15,5,0,61.4
34,Male,Theft,Secondary,21,10,2,0,36.6
36,Male,Robbery,Illiterate,78,7,1,0,51.6
64,Male,Assault,Primary,98,8,2,1,48.5
44,Male,Burglary,Illiterate,20,10,4,1,57.8
36,Male,Fraud,Primary,14,8,2,1,49.4
59,Male,Vandalism,Secondary,29,7,1,1,29.6
24,Male,Arson,Literate,56,12,5,1,77.5
63,Male,Theft,Primary,13,11,2,0,37.3
26,Male,Public Order,Bachelor's,11,7,1,0,24.7
50,Male,Burglary,Preparatory,40,11,0,2,51.4
58,Male,Fraud,Primary,19,16,2,0,54.4
62,Male,Robbery,Postgraduate education,58,10,3,2,57.6
39,Male,Drug Offense,Secondary,17,9,2,1,45.4
24,Male,Weapons Offense,Secondary,65,12,3,1,73.1
38,Male,Assault,Primary,81,11,0,1,60.9
63,Male,Assault,Preparatory,52,8,2,2,57.3
23,Female,Robbery,Secondary,66,4,1,0,41.4
19,Male,Public Order,Secondary,18,13,3,0,44.7
50,Male,Arson,Preparatory,105,11,2,3,61.0
45,Male,Cybercrime,Bachelor's,58,11,1,3,47.1
26,Male,Public Order,Primary,23,12,1,2,50.2
39,Female,Arson,Secondary,82,15,6,1,70.7
56,Female,Theft,Secondary,25,8,1,2,38.5
54,Male,Robbery,Preparatory,113,8,0,1,42.3
23,Male,Burglary,Preparatory,49,9,1,2,61.1
53,Male,Sexual Offense,Secondary,215,7,0,0,52.0
44,Female,Assault,Primary,111,9,3,1,61.4
24,Male,Fraud,Secondary,57,8,1,1,40.5
51,Male,Weapons Offense,Illiterate,37,12,4,1,79.0
40,Male,Public Order,Primary,7,15,2,5,78.2
30,Male,Assault,Secondary,31,8,0,2,54.4
18,Female,Burglary,Preparatory,55,14,3,1,70.9
65,Male,Drug Offense,Secondary,78,8,0,1,37.1
55,Male,Burglary,Secondary,70,12,3,2,52.2
49,Male,Weapons Offense,Secondary,55,13,2,0,50.4
64,Male,Drug Offense,Secondary,85,9,0,2,51.1
56,Male,Theft,Bachelor's,24,11,3,1,34.8
62,Male,Theft,Secondary,17,11,3,3,50.0
31,Male,Assault,Secondary,90,3,0,0,32.4
61,Male,Vandalism,Preparatory,35,14,1,3,57.5
43,Male,Theft,Secondary,19,12,5,2,57.6
33,Female,Assault,Secondary,30,10,0,1,54.1
63,Female,Murder,Secondary,420,10,1,1,68.6
33,Male,Robbery,Secondary,114,8,2,2,57.2
64,Male,Robbery,Primary,95,13,4,3,74.4
61,Female,Drug Offense,Bachelor's,51,7,0,1,38.0
35,Male,Public Order,Preparatory,19,9,0,1,36.0
28,Male,Theft,Secondary,24,8,2,0,35.8
36,Male,Robbery,Preparatory,81,6,0,0,36.5
54,Male,Fraud,Bachelor's,45,7,0,1,31.2
33,Male,Drug Offense,Preparatory,90,12,5,2,77.0
51,Male,Drug Offense,Secondary,84,16,1,2,61.4
65,Male,Vandalism,Secondary,30,6,2,1,30.5
41,Male,Robbery,Preparatory,64,13,3,3,72.8
61,Male,Fraud,Postgraduate education,82,15,4,0,38.9
22,Male,Assault,Postgraduate education,51,15,3,4,81.4
37,Male,Assault,Bachelor's,50,10,0,3,54.5
21,Female,Drug Offense,Illiterate,71,11,2,2,79.6
47,Female,Theft,Bachelor's,43,12,0,2,52.3
30,Male,Theft,Secondary,34,10,3,2,62.0
50,Male,Fraud,Literate,36,8,0,2,45.1
30,Male,Assault,Primary,54,7,2,1,62.8
30,Male,Murder,Primary,463,15,1,4,100.0
39,Male,Theft,Primary,8,18,3,3,65.8
26,Female,Drug Offense,Preparatory,37,11,4,0,58.4
28,Male,Robbery,Secondary,78,14,6,3,90.6
25,Male,Assault,Primary,112,6,2,0,52.1
21,Male,Public Order,Primary,16,8,3,2,65.4
49,Male,Assault,Secondary,28,14,4,4,85.0
55,Male,Fraud,Preparatory,69,11,3,1,48.2
20,Female,Theft,Illiterate,10,6,2,1,55.6
48,Male,Burglary,Postgraduate education,28,12,3,1,36.8
41,Male,Vandalism,Secondary,10,5,0,1,23.8
28,Male,Murder,Bachelor's,227,11,4,0,76.9
58,Male,Drug Offense,Secondary,13,9,2,0,36.7
44,Male,Assault,Preparatory,43,9,0,2,53.2
28,Male,Weapons Offense,Secondary,54,6,2,1,51.7
59,Male,Theft,Preparatory,21,7,1,0,29.5
44,Male,Fraud,Secondary,44,14,2,3,65.0
41,Male,Vandalism,Primary,24,8,2,1,43.1
21,Male,Fraud,Secondary,66,7,2,0,45.0
18,Male,Assault,Preparatory,110,16,6,4,100.0
37,Female,Burglary,Secondary,43,10,1,0,35.6
44,Male,Burglary,Secondary,15,7,2,1,38.1
34,Male,Fraud,Illiterate,34,10,0,0,38.8
62,Male,Burglary,Secondary,58,9,0,0,27.6
60,Female,Vandalism,Bachelor's,30,9,1,1,27.3
54,Male,Weapons Offense,Primary,31,7,1,1,41.3
54,Male,Weapons Offense,Secondary,75,11,1,1,54.0
24,Male,Drug Offense,Preparatory,71,10,3,1,65.4
19,Female,Theft,Primary,9,17,2,5,91.2
29,Male,Burglary,Bachelor's,28,13,4,3,70.3
37,Male,Assault,Secondary,44,8,0,2,45.7
25,Male,Sexual Offense,Secondary,145,10,4,1,73.5
61,Male,Drug Offense,Primary,93,13,4,2,66.9
22,Male,Theft,Bachelor's,44,12,2,3,55.7
57,Male,Theft,Primary,4,13,4,1,52.4
48,Male,Burglary,Preparatory,67,10,2,3,58.0
21,Female,Theft,Literate,17,10,4,1,68.3
59,Male,Kidnapping,Primary,133,10,0,2,60.5
38,Male,Murder,Preparatory,457,15,2,2,93.7
52,Female,Vandalism,Bachelor's,12,12,5,1,42.5
21,Male,Theft,Secondary,36,16,0,2,53.6
62,Male,Theft,Illiterate,13,7,2,0,39.0
44,Female,Murder,Bachelor's,312,6,2,1,49.0
44,Male,Fraud,Secondary,29,13,2,2,52.3
65,Female,Assault,Illiterate,96,6,1,0,46.2
44,Male,Vandalism,Secondary,19,15,3,4,62.2
46,Male,Drug Offense,Bachelor's,55,8,2,0,37.0
29,Male,Burglary,Secondary,56,14,2,4,70.3
34,Male,Murder,Preparatory,187,15,4,5,100.0
46,Male,Sexual Offense,Secondary,202,9,1,0,62.1
38,Male,Assault,Bachelor's,79,6,0,1,36.8
23,Male,Drug Offense,Preparatory,70,15,3,4,96.0
27,Male,Theft,Preparatory,41,12,1,0,38.9
26,Male,Public Order,Bachelor's,22,12,5,2,54.4
64,Male,Drug Offense,Preparatory,27,6,2,1,42.5
46,Male,Fraud,Bachelor's,21,11,1,1,41.7
59,Male,Assault,Primary,117,8,3,2,60.3
63,Male,Assault,Secondary,33,14,4,1,61.2
62,Male,Drug Offense,Preparatory,72,11,1,1,50.6
54,Male,Drug Offense,Literate,86,13,0,1,56.3
51,Male,Theft,Literate,19,12,1,2,54.6
26,Male,Fraud,Postgraduate education,46,7,1,0,29.7
23,Male,Vandalism,Illiterate,8,13,2,4,87.3
57,Male,Robbery,Illiterate,92,11,1,0,48.9
18,Female,Theft,Illiterate,35,12,4,2,70.2
64,Male,Assault,Bachelor's,70,9,3,0,37.7
28,Male,Assault,Literate,31,12,1,1,63.7
48,Male,Theft,Primary,30,10,4,1,49.6
53,Male,Kidnapping,Secondary,235,6,1,1,59.5
62,Male,Weapons Offense,Preparatory,30,10,4,3,72.4
38,Female,Theft,Bachelor's,39,11,2,2,46.6
18,Male,Assault,Secondary,87,7,2,1,50.2
53,Male,Theft,Literate,26,6,1,1,30.6
21,Male,Drug Offense,Secondary,32,8,2,0,53.1
61,Male,Drug Offense,Secondary,91,10,0,3,56.0
29,Male,Theft,Secondary,42,12,5,2,59.7
48,Male,Drug Offense,Secondary,46,8,3,2,59.9
59,Male,Sexual Offense,Secondary,181,15,5,0,73.7
58,Male,Drug Offense,Primary,69,10,2,2,60.4
65,Male,Vandalism,Literate,12,12,2,0,39.4
42,Male,Drug Offense,Secondary,45,10,1,3,55.0
60,Male,Theft,Illiterate,21,7,2,0,48.8
25,Male,Sexual Offense,Preparatory,106,9,1,0,53.4
61,Male,Theft,Bachelor's,15,17,3,2,47.0
33,Male,Vandalism,Secondary,17,9,2,1,46.2
46,Male,Vandalism,Preparatory,31,10,0,1,29.3
42,Male,Kidnapping,Bachelor's,121,6,1,0,37.6
51,Male,Assault,Illiterate,82,7,2,1,56.5
37,Male,Theft,Preparatory,22,15,0,0,46.3
57,Male,Assault,Illiterate,58,6,1,1,54.0
55,Male,Assault,Primary,67,8,1,0,37.0
50,Male,Robbery,Illiterate,81,8,2,1,62.4
46,Male,Robbery,Secondary,109,10,2,0,57.7
53,Male,Burglary,Preparatory,27,9,1,0,32.1
38,Male,Assault,Secondary,36,11,1,1,48.4
25,Male,Public Order,Bachelor's,17,9,3,0,42.2
41,Male,Cybercrime,Postgraduate education,22,7,0,1,24.6
44,Male,Cybercrime,Secondary,48,6,1,1,34.2
64,Male,Burglary,Literate,27,10,3,3,60.1
40,Male,Fraud,Preparatory,38,10,4,2,51.8
21,Male,Assault,Secondary,107,14,0,1,62.1
35,Male,Vandalism,Illiterate,5,7,1,0,32.9
27,Male,Vandalism,Primary,25,11,1,0,38.7
57,Female,Assault,Bachelor's,25,9,0,2,45.7
39,Male,Robbery,Bachelor's,141,7,0,0,41.2
54,Male,Cybercrime,Preparatory,56,13,4,4,72.6
53,Male,Sexual Offense,Literate,112,7,2,1,71.6
36,Male,Drug Offense,Secondary,81,13,0,1,46.4
35,Male,Fraud,Primary,43,10,3,3,62.6
47,Female,Assault,Secondary,56,11,2,1,51.5
61,Male,Vandalism,Primary,19,13,5,1,55.2
45,Male,Burglary,Primary,15,6,2,1,45.1
35,Male,Theft,Bachelor's,14,5,1,1,28.7
45,Male,Weapons Offense,Preparatory,88,5,1,1,50.4
51,Male,Assault,Postgraduate education,91,15,6,2,72.3
47,Female,Robbery,Primary,101,9,0,1,48.1
34,Female,Arson,Postgraduate education,66,11,3,3,63.1
35,Male,Weapons Offense,Bachelor's,41,9,0,0,32.4
64,Female,Public Order,Postgraduate education,14,11,0,1,21.5
18,Male,Public Order,Preparatory,23,7,1,0,33.9
47,Male,Public Order,Postgraduate education,19,18,0,2,36.8
31,Male,Cybercrime,Preparatory,7,7,0,1,38.3
25,Male,Robbery,Postgraduate education,72,11,3,3,71.9
36,Male,Burglary,Secondary,54,22,4,3,84.4
40,Male,Weapons Offense,Illiterate,70,15,2,3,82.5
44,Male,Fraud,Secondary,42,15,5,0,57.8
21,Female,Vandalism,Illiterate,29,8,0,1,47.1
39,Male,Assault,Bachelor's,53,6,0,0,30.8
24,Male,Theft,Literate,43,5,1,1,47.6
37,Male,Theft,Bachelor's,46,10,2,1,43.9
29,Male,Weapons Offense,Secondary,86,11,1,1,59.0
22,Male,Drug Offense,Literate,50,9,1,0,58.9
47,Female,Fraud,Primary,20,9,2,1,48.2
24,Male,Theft,Secondary,3,12,3,3,60.4
49,Male,Burglary,Bachelor's,46,14,6,2,71.4
21,Female,Fraud,Primary,50,7,2,1,50.8
40,Male,Assault,Preparatory,72,13,5,4,87.8
32,Male,Robbery,Bachelor's,46,14,5,0,62.2
51,Female,Burglary,Bachelor's,55,11,1,0,27.7
51,Male,Theft,Bachelor's,45,9,3,1,39.4
51,Male,Fraud,Secondary,52,10,1,2,42.6
57,Male,Murder,Secondary,449,8,2,1,76.8
37,Male,Assault,Literate,112,10,3,3,81.1
52,Female,Assault,Illiterate,43,7,2,1,57.0
20,Male,Drug Offense,Bachelor's,33,14,6,3,88.0
57,Male,Cybercrime,Preparatory,56,13,2,4,61.1
64,Male,Burglary,Secondary,70,4,1,0,19.0
19,Male,Assault,Preparatory,79,7,1,1,59.2
36,Male,Assault,Bachelor's,85,13,5,1,69.9
52,Male,Assault,Secondary,108,13,0,2,50.2
39,Male,Theft,Preparatory,27,8,3,1,39.6
19,Male,Theft,Preparatory,33,11,1,3,60.6
46,Male,Vandalism,Preparatory,8,16,2,3,62.8
65,Male,Burglary,Preparatory,64,8,3,2,49.5
32,Male,Drug Offense,Secondary,93,8,1,2,52.6
63,Male,Burglary,Bachelor's,23,14,1,3,54.2
30,Female,Theft,Secondary,31,12,0,3,51.0
49,Male,Arson,Illiterate,78,7,1,1,57.3
31,Male,Fraud,Secondary,39,5,1,1,34.7
21,Female,Arson,Primary,117,11,0,1,62.0
60,Male,Burglary,Primary,71,14,2,1,56.8
46,Female,Theft,Secondary,19,5,0,1,31.1
20,Male,Public Order,Primary,11,9,3,2,60.6
36,Female,Assault,Secondary,113,8,0,2,46.5
61,Male,Murder,Preparatory,414,6,2,0,64.2
59,Male,Theft,Preparatory,38,4,1,0,23.3
52,Male,Theft,Secondary,29,2,0,0,15.5
58,Male,Robbery,Bachelor's,94,7,2,0,33.8
32,Male,Vandalism,Postgraduate education,24,9,1,1,36.9
42,Male,Robbery,Postgraduate education,101,17,6,3,80.9
60,Female,Robbery,Secondary,99,16,4,2,66.1
65,Male,Burglary,Literate,66,6,1,0,35.6
22,Female,Burglary,Secondary,33,12,0,2,52.8
40,Male,Weapons Offense,Preparatory,25,13,0,1,56.7
60,Male,Cybercrime,Primary,45,8,1,1,39.7
34,Female,Murder,Secondary,322,12,0,3,87.4
28,Male,Theft,Preparatory,43,11,4,2,69.3
53,Male,Burglary,Illiterate,72,8,1,1,52.7
63,Male,Vandalism,Primary,35,7,2,1,36.8
19,Male,Burglary,Bachelor's,43,10,4,2,65.7
23,Male,Fraud,Secondary,43,10,0,2,56.8
40,Male,Drug Offense,Primary,82,6,2,1,47.3
22,Male,Drug Offense,Bachelor's,58,10,3,3,73.9
31,Male,Robbery,Secondary,77,9,0,0,46.9
43,Male,Theft,Secondary,34,11,1,2,53.5
28,Male,Assault,Postgraduate education,72,6,2,1,41.2
41,Male,Drug Offense,Preparatory,86,10,3,3,70.6
60,Female,Fraud,Preparatory,84,12,1,0,36.3
39,Male,Fraud,Preparatory,55,6,2,1,39.8
38,Female,Burglary,Secondary,20,6,2,1,37.4
54,Male,Theft,Literate,35,8,3,1,44.4
41,Female,Public Order,Primary,3,13,3,0,45.1
53,Male,Fraud,Literate,52,11,2,2,49.0
26,Male,Drug Offense,Preparatory,19,10,3,2,57.9
47,Female,Arson,Secondary,100,7,2,0,43.4
28,Male,Theft,Secondary,9,11,1,3,56.5
22,Male,Sexual Offense,Illiterate,191,13,1,2,89.5
49,Male,Robbery,Literate,138,15,4,0,68.8
31,Male,Vandalism,Literate,27,7,1,1,40.8
57,Female,Assault,Illiterate,117,8,2,2,64.4
53,Male,Public Order,Primary,24,6,0,0,16.8
41,Male,Burglary,Secondary,17,12,1,1,39.9
28,Male,Robbery,Postgraduate education,37,17,4,4,88.6
65,Male,Murder,Postgraduate education,403,9,3,1,69.2
32,Male,Vandalism,Secondary,19,16,7,2,69.4
23,Male,Sexual Offense,Bachelor's,105,10,0,3,70.9
41,Male,Drug Offense,Primary,85,10,1,2,60.2
38,Male,Theft,Illiterate,33,10,4,1,60.6
56,Female,Theft,Secondary,44,13,4,3,69.3
33,Female,Robbery,Preparatory,47,10,4,3,71.0
53,Female,Theft,Postgraduate education,10,13,1,0,29.6
31,Male,Kidnapping,Secondary,179,10,2,1,62.3
34,Male,Sexual Offense,Preparatory,147,12,3,3,88.4
31,Male,Drug Offense,Preparatory,34,10,3,1,59.0
47,Male,Fraud,Primary,42,6,2,0,33.1
36,Male,Theft,Literate,4,12,0,2,50.0
28,Male,Cybercrime,Secondary,38,5,0,1,33.3
23,Female,Theft,Primary,22,15,3,3,84.2
53,Male,Drug Offense,Bachelor's,18,8,3,2,47.9
53,Male,Assault,Illiterate,72,18,3,0,75.9
61,Male,Vandalism,Literate,10,8,1,1,35.2
54,Male,Murder,Secondary,442,8,3,1,67.9
27,Male,Burglary,Primary,47,8,2,2,57.1
64,Male,Burglary,Preparatory,21,7,1,0,38.2
32,Male,Cybercrime,Secondary,37,4,0,0,29.1
21,Female,Public Order,Secondary,23,8,2,0,35.0
22,Female,Theft,Bachelor's,16,6,0,0,24.1
62,Male,Murder,Secondary,439,12,4,2,93.3
48,Male,Robbery,Bachelor's,50,22,1,5,87.5
33,Male,Vandalism,Illiterate,18,13,0,1,52.6
35,Female,Robbery,Preparatory,39,12,3,3,72.4
49,Male,Cybercrime,Preparatory,31,7,0,1,31.3
40,Male,Sexual Offense,Preparatory,135,11,3,0,66.8
40,Male,Drug Offense,Literate,21,5,1,1,45.4
42,Male,Burglary,Preparatory,65,10,1,3,54.3
30,Male,Public Order,Preparatory,3,3,0,0,26.8
23,Male,Vandalism,Secondary,6,10,2,2,53.6
38,Male,Sexual Offense,Preparatory,103,11,0,2,55.4
30,Male,Murder,Preparatory,285,13,0,4,88.7
21,Male,Cybercrime,Illiterate,28,11,0,2,66.5
56,Male,Fraud,Secondary,62,11,0,0,31.5
43,Male,Burglary,Secondary,61,12,0,2,60.1
33,Male,Assault,Illiterate,37,12,5,3,86.8
65,Male,Assault,Illiterate,27,8,1,2,58.4
55,Male,Weapons Offense,Primary,30,8,2,0,44.8
53,Male,Burglary,Primary,25,7,2,1,48.0
19,Male,Fraud,Bachelor's,74,8,1,0,46.4
36,Male,Sexual Offense,Secondary,237,10,3,3,81.7
30,Male,Drug Offense,Primary,54,11,3,0,55.7
56,Male,Vandalism,Preparatory,12,9,2,0,27.0
51,Male,Robbery,Secondary,124,12,1,3,65.4
